query_id,document_id,relevance
1148238960_caption_00,1148238960.jpg,1
1148238960_caption_01,1148238960.jpg,1
1148238960_caption_02,1148238960.jpg,1
1148238960_caption_03,1148238960.jpg,1
1148238960_caption_04,1148238960.jpg,1
1149179852_caption_00,1149179852.jpg,1
1149179852_caption_01,1149179852.jpg,1
1149179852_caption_02,1149179852.jpg,1
1149179852_caption_03,1149179852.jpg,1
1149179852_caption_04,1149179852.jpg,1
115018808_caption_00,115018808.jpg,1
115018808_caption_01,115018808.jpg,1
115018808_caption_02,115018808.jpg,1
115018808_caption_03,115018808.jpg,1
115018808_caption_04,115018808.jpg,1
1150429218_caption_00,1150429218.jpg,1
1150429218_caption_01,1150429218.jpg,1
1150429218_caption_02,1150429218.jpg,1
1150429218_caption_03,1150429218.jpg,1
1150429218_caption_04,1150429218.jpg,1
115684808_caption_00,115684808.jpg,1
115684808_caption_01,115684808.jpg,1
115684808_caption_02,115684808.jpg,1
115684808_caption_03,115684808.jpg,1
115684808_caption_04,115684808.jpg,1
116021030_caption_00,116021030.jpg,1
116021030_caption_01,116021030.jpg,1
116021030_caption_02,116021030.jpg,1
116021030_caption_03,116021030.jpg,1
116021030_caption_04,116021030.jpg,1
1163297375_caption_00,1163297375.jpg,1
1163297375_caption_01,1163297375.jpg,1
1163297375_caption_02,1163297375.jpg,1
1163297375_caption_03,1163297375.jpg,1
1163297375_caption_04,1163297375.jpg,1
116450583_caption_00,116450583.jpg,1
116450583_caption_01,116450583.jpg,1
116450583_caption_02,116450583.jpg,1
116450583_caption_03,116450583.jpg,1
116450583_caption_04,116450583.jpg,1
116569042_caption_00,116569042.jpg,1
116569042_caption_01,116569042.jpg,1
116569042_caption_02,116569042.jpg,1
116569042_caption_03,116569042.jpg,1
116569042_caption_04,116569042.jpg,1
118187095_caption_00,118187095.jpg,1
118187095_caption_01,118187095.jpg,1
118187095_caption_02,118187095.jpg,1
118187095_caption_03,118187095.jpg,1
118187095_caption_04,118187095.jpg,1
1193116658_caption_00,1193116658.jpg,1
1193116658_caption_01,1193116658.jpg,1
1193116658_caption_02,1193116658.jpg,1
1193116658_caption_03,1193116658.jpg,1
1193116658_caption_04,1193116658.jpg,1
1196886054_caption_00,1196886054.jpg,1
1196886054_caption_01,1196886054.jpg,1
1196886054_caption_02,1196886054.jpg,1
1196886054_caption_03,1196886054.jpg,1
1196886054_caption_04,1196886054.jpg,1
1202620814_caption_00,1202620814.jpg,1
1202620814_caption_01,1202620814.jpg,1
1202620814_caption_02,1202620814.jpg,1
1202620814_caption_03,1202620814.jpg,1
1202620814_caption_04,1202620814.jpg,1
12142386_caption_00,12142386.jpg,1
12142386_caption_01,12142386.jpg,1
12142386_caption_02,12142386.jpg,1
12142386_caption_03,12142386.jpg,1
12142386_caption_04,12142386.jpg,1
121551810_caption_00,121551810.jpg,1
121551810_caption_01,121551810.jpg,1
121551810_caption_02,121551810.jpg,1
121551810_caption_03,121551810.jpg,1
121551810_caption_04,121551810.jpg,1
1218091024_caption_00,1218091024.jpg,1
1218091024_caption_01,1218091024.jpg,1
1218091024_caption_02,1218091024.jpg,1
1218091024_caption_03,1218091024.jpg,1
1218091024_caption_04,1218091024.jpg,1
122189647_caption_00,122189647.jpg,1
122189647_caption_01,122189647.jpg,1
122189647_caption_02,122189647.jpg,1
122189647_caption_03,122189647.jpg,1
122189647_caption_04,122189647.jpg,1
122190424_caption_00,122190424.jpg,1
122190424_caption_01,122190424.jpg,1
122190424_caption_02,122190424.jpg,1
122190424_caption_03,122190424.jpg,1
122190424_caption_04,122190424.jpg,1
122202217_caption_00,122202217.jpg,1
122202217_caption_01,122202217.jpg,1
122202217_caption_02,122202217.jpg,1
122202217_caption_03,122202217.jpg,1
122202217_caption_04,122202217.jpg,1
1223671563_caption_00,1223671563.jpg,1
1223671563_caption_01,1223671563.jpg,1
1223671563_caption_02,1223671563.jpg,1
1223671563_caption_03,1223671563.jpg,1
1223671563_caption_04,1223671563.jpg,1
1231348815_caption_00,1231348815.jpg,1
1231348815_caption_01,1231348815.jpg,1
1231348815_caption_02,1231348815.jpg,1
1231348815_caption_03,1231348815.jpg,1
1231348815_caption_04,1231348815.jpg,1
1237177353_caption_00,1237177353.jpg,1
1237177353_caption_01,1237177353.jpg,1
1237177353_caption_02,1237177353.jpg,1
1237177353_caption_03,1237177353.jpg,1
1237177353_caption_04,1237177353.jpg,1
1243756_caption_00,1243756.jpg,1
1243756_caption_01,1243756.jpg,1
1243756_caption_02,1243756.jpg,1
1243756_caption_03,1243756.jpg,1
1243756_caption_04,1243756.jpg,1
124488273_caption_00,124488273.jpg,1
124488273_caption_01,124488273.jpg,1
124488273_caption_02,124488273.jpg,1
124488273_caption_03,124488273.jpg,1
124488273_caption_04,124488273.jpg,1
124881487_caption_00,124881487.jpg,1
124881487_caption_01,124881487.jpg,1
124881487_caption_02,124881487.jpg,1
124881487_caption_03,124881487.jpg,1
124881487_caption_04,124881487.jpg,1
1250181412_caption_00,1250181412.jpg,1
1250181412_caption_01,1250181412.jpg,1
1250181412_caption_02,1250181412.jpg,1
1250181412_caption_03,1250181412.jpg,1
1250181412_caption_04,1250181412.jpg,1
125093729_caption_00,125093729.jpg,1
125093729_caption_01,125093729.jpg,1
125093729_caption_02,125093729.jpg,1
125093729_caption_03,125093729.jpg,1
125093729_caption_04,125093729.jpg,1
1251558317_caption_00,1251558317.jpg,1
1251558317_caption_01,1251558317.jpg,1
1251558317_caption_02,1251558317.jpg,1
1251558317_caption_03,1251558317.jpg,1
1251558317_caption_04,1251558317.jpg,1
1253095131_caption_00,1253095131.jpg,1
1253095131_caption_01,1253095131.jpg,1
1253095131_caption_02,1253095131.jpg,1
1253095131_caption_03,1253095131.jpg,1
1253095131_caption_04,1253095131.jpg,1
125319704_caption_00,125319704.jpg,1
125319704_caption_01,125319704.jpg,1
125319704_caption_02,125319704.jpg,1
125319704_caption_03,125319704.jpg,1
125319704_caption_04,125319704.jpg,1
125382282_caption_00,125382282.jpg,1
125382282_caption_01,125382282.jpg,1
125382282_caption_02,125382282.jpg,1
125382282_caption_03,125382282.jpg,1
125382282_caption_04,125382282.jpg,1
1255846277_caption_00,1255846277.jpg,1
1255846277_caption_01,1255846277.jpg,1
1255846277_caption_02,1255846277.jpg,1
1255846277_caption_03,1255846277.jpg,1
1255846277_caption_04,1255846277.jpg,1
1257692349_caption_00,1257692349.jpg,1
1257692349_caption_01,1257692349.jpg,1
1257692349_caption_02,1257692349.jpg,1
1257692349_caption_03,1257692349.jpg,1
1257692349_caption_04,1257692349.jpg,1
1259627071_caption_00,1259627071.jpg,1
1259627071_caption_01,1259627071.jpg,1
1259627071_caption_02,1259627071.jpg,1
1259627071_caption_03,1259627071.jpg,1
1259627071_caption_04,1259627071.jpg,1
1262808368_caption_00,1262808368.jpg,1
1262808368_caption_01,1262808368.jpg,1
1262808368_caption_02,1262808368.jpg,1
1262808368_caption_03,1262808368.jpg,1
1262808368_caption_04,1262808368.jpg,1
127685074_caption_00,127685074.jpg,1
127685074_caption_01,127685074.jpg,1
127685074_caption_02,127685074.jpg,1
127685074_caption_03,127685074.jpg,1
127685074_caption_04,127685074.jpg,1
1283466_caption_00,1283466.jpg,1
1283466_caption_01,1283466.jpg,1
1283466_caption_02,1283466.jpg,1
1283466_caption_03,1283466.jpg,1
1283466_caption_04,1283466.jpg,1
128395402_caption_00,128395402.jpg,1
128395402_caption_01,128395402.jpg,1
128395402_caption_02,128395402.jpg,1
128395402_caption_03,128395402.jpg,1
128395402_caption_04,128395402.jpg,1
128395625_caption_00,128395625.jpg,1
128395625_caption_01,128395625.jpg,1
128395625_caption_02,128395625.jpg,1
128395625_caption_03,128395625.jpg,1
128395625_caption_04,128395625.jpg,1
128395941_caption_00,128395941.jpg,1
128395941_caption_01,128395941.jpg,1
128395941_caption_02,128395941.jpg,1
128395941_caption_03,128395941.jpg,1
128395941_caption_04,128395941.jpg,1
128396110_caption_00,128396110.jpg,1
128396110_caption_01,128396110.jpg,1
128396110_caption_02,128396110.jpg,1
128396110_caption_03,128396110.jpg,1
128396110_caption_04,128396110.jpg,1
128396150_caption_00,128396150.jpg,1
128396150_caption_01,128396150.jpg,1
128396150_caption_02,128396150.jpg,1
128396150_caption_03,128396150.jpg,1
128396150_caption_04,128396150.jpg,1
128396207_caption_00,128396207.jpg,1
128396207_caption_01,128396207.jpg,1
128396207_caption_02,128396207.jpg,1
128396207_caption_03,128396207.jpg,1
128396207_caption_04,128396207.jpg,1
128479785_caption_00,128479785.jpg,1
128479785_caption_01,128479785.jpg,1
128479785_caption_02,128479785.jpg,1
128479785_caption_03,128479785.jpg,1
128479785_caption_04,128479785.jpg,1
128479788_caption_00,128479788.jpg,1
128479788_caption_01,128479788.jpg,1
128479788_caption_02,128479788.jpg,1
128479788_caption_03,128479788.jpg,1
128479788_caption_04,128479788.jpg,1
1287073593_caption_00,1287073593.jpg,1
1287073593_caption_01,1287073593.jpg,1
1287073593_caption_02,1287073593.jpg,1
1287073593_caption_03,1287073593.jpg,1
1287073593_caption_04,1287073593.jpg,1
1287920676_caption_00,1287920676.jpg,1
1287920676_caption_01,1287920676.jpg,1
1287920676_caption_02,1287920676.jpg,1
1287920676_caption_03,1287920676.jpg,1
1287920676_caption_04,1287920676.jpg,1
129846884_caption_00,129846884.jpg,1
129846884_caption_01,129846884.jpg,1
129846884_caption_02,129846884.jpg,1
129846884_caption_03,129846884.jpg,1
129846884_caption_04,129846884.jpg,1
1303157527_caption_00,1303157527.jpg,1
1303157527_caption_01,1303157527.jpg,1
1303157527_caption_02,1303157527.jpg,1
1303157527_caption_03,1303157527.jpg,1
1303157527_caption_04,1303157527.jpg,1
131090759_caption_00,131090759.jpg,1
131090759_caption_01,131090759.jpg,1
131090759_caption_02,131090759.jpg,1
131090759_caption_03,131090759.jpg,1
131090759_caption_04,131090759.jpg,1
1317156_caption_00,1317156.jpg,1
1317156_caption_01,1317156.jpg,1
1317156_caption_02,1317156.jpg,1
1317156_caption_03,1317156.jpg,1
1317156_caption_04,1317156.jpg,1
131840964_caption_00,131840964.jpg,1
131840964_caption_01,131840964.jpg,1
131840964_caption_02,131840964.jpg,1
131840964_caption_03,131840964.jpg,1
131840964_caption_04,131840964.jpg,1
132935992_caption_00,132935992.jpg,1
132935992_caption_01,132935992.jpg,1
132935992_caption_02,132935992.jpg,1
132935992_caption_03,132935992.jpg,1
132935992_caption_04,132935992.jpg,1
1332790049_caption_00,1332790049.jpg,1
1332790049_caption_01,1332790049.jpg,1
1332790049_caption_02,1332790049.jpg,1
1332790049_caption_03,1332790049.jpg,1
1332790049_caption_04,1332790049.jpg,1
1335877186_caption_00,1335877186.jpg,1
1335877186_caption_01,1335877186.jpg,1
1335877186_caption_02,1335877186.jpg,1
1335877186_caption_03,1335877186.jpg,1
1335877186_caption_04,1335877186.jpg,1
1341529446_caption_00,1341529446.jpg,1
1341529446_caption_01,1341529446.jpg,1
1341529446_caption_02,1341529446.jpg,1
1341529446_caption_03,1341529446.jpg,1
1341529446_caption_04,1341529446.jpg,1
1351635108_caption_00,1351635108.jpg,1
1351635108_caption_01,1351635108.jpg,1
1351635108_caption_02,1351635108.jpg,1
1351635108_caption_03,1351635108.jpg,1
1351635108_caption_04,1351635108.jpg,1
135426024_caption_00,135426024.jpg,1
135426024_caption_01,135426024.jpg,1
135426024_caption_02,135426024.jpg,1
135426024_caption_03,135426024.jpg,1
135426024_caption_04,135426024.jpg,1
135436842_caption_00,135436842.jpg,1
135436842_caption_01,135436842.jpg,1
135436842_caption_02,135436842.jpg,1
135436842_caption_03,135436842.jpg,1
135436842_caption_04,135436842.jpg,1
135515207_caption_00,135515207.jpg,1
135515207_caption_01,135515207.jpg,1
135515207_caption_02,135515207.jpg,1
135515207_caption_03,135515207.jpg,1
135515207_caption_04,135515207.jpg,1
1355945307_caption_00,1355945307.jpg,1
1355945307_caption_01,1355945307.jpg,1
1355945307_caption_02,1355945307.jpg,1
1355945307_caption_03,1355945307.jpg,1
1355945307_caption_04,1355945307.jpg,1
135911244_caption_00,135911244.jpg,1
135911244_caption_01,135911244.jpg,1
135911244_caption_02,135911244.jpg,1
135911244_caption_03,135911244.jpg,1
135911244_caption_04,135911244.jpg,1
135916133_caption_00,135916133.jpg,1
135916133_caption_01,135916133.jpg,1
135916133_caption_02,135916133.jpg,1
135916133_caption_03,135916133.jpg,1
135916133_caption_04,135916133.jpg,1
1364031423_caption_00,1364031423.jpg,1
1364031423_caption_01,1364031423.jpg,1
1364031423_caption_02,1364031423.jpg,1
1364031423_caption_03,1364031423.jpg,1
1364031423_caption_04,1364031423.jpg,1
1364148267_caption_00,1364148267.jpg,1
1364148267_caption_01,1364148267.jpg,1
1364148267_caption_02,1364148267.jpg,1
1364148267_caption_03,1364148267.jpg,1
1364148267_caption_04,1364148267.jpg,1
136552115_caption_00,136552115.jpg,1
136552115_caption_01,136552115.jpg,1
136552115_caption_02,136552115.jpg,1
136552115_caption_03,136552115.jpg,1
136552115_caption_04,136552115.jpg,1
136679463_caption_00,136679463.jpg,1
136679463_caption_01,136679463.jpg,1
136679463_caption_02,136679463.jpg,1
136679463_caption_03,136679463.jpg,1
136679463_caption_04,136679463.jpg,1
1377428277_caption_00,1377428277.jpg,1
1377428277_caption_01,1377428277.jpg,1
1377428277_caption_02,1377428277.jpg,1
1377428277_caption_03,1377428277.jpg,1
1377428277_caption_04,1377428277.jpg,1
1386207171_caption_00,1386207171.jpg,1
1386207171_caption_01,1386207171.jpg,1
1386207171_caption_02,1386207171.jpg,1
1386207171_caption_03,1386207171.jpg,1
1386207171_caption_04,1386207171.jpg,1
138718600_caption_00,138718600.jpg,1
138718600_caption_01,138718600.jpg,1
138718600_caption_02,138718600.jpg,1
138718600_caption_03,138718600.jpg,1
138718600_caption_04,138718600.jpg,1
1389651420_caption_00,1389651420.jpg,1
1389651420_caption_01,1389651420.jpg,1
1389651420_caption_02,1389651420.jpg,1
1389651420_caption_03,1389651420.jpg,1
1389651420_caption_04,1389651420.jpg,1
1393205795_caption_00,1393205795.jpg,1
1393205795_caption_01,1393205795.jpg,1
1393205795_caption_02,1393205795.jpg,1
1393205795_caption_03,1393205795.jpg,1
1393205795_caption_04,1393205795.jpg,1
1394239063_caption_00,1394239063.jpg,1
1394239063_caption_01,1394239063.jpg,1
1394239063_caption_02,1394239063.jpg,1
1394239063_caption_03,1394239063.jpg,1
1394239063_caption_04,1394239063.jpg,1
139539078_caption_00,139539078.jpg,1
139539078_caption_01,139539078.jpg,1
139539078_caption_02,139539078.jpg,1
139539078_caption_03,139539078.jpg,1
139539078_caption_04,139539078.jpg,1
139765126_caption_00,139765126.jpg,1
139765126_caption_01,139765126.jpg,1
139765126_caption_02,139765126.jpg,1
139765126_caption_03,139765126.jpg,1
139765126_caption_04,139765126.jpg,1
14107151_caption_00,14107151.jpg,1
14107151_caption_01,14107151.jpg,1
14107151_caption_02,14107151.jpg,1
14107151_caption_03,14107151.jpg,1
14107151_caption_04,14107151.jpg,1
141372871_caption_00,141372871.jpg,1
141372871_caption_01,141372871.jpg,1
141372871_caption_02,141372871.jpg,1
141372871_caption_03,141372871.jpg,1
141372871_caption_04,141372871.jpg,1
1414911626_caption_00,1414911626.jpg,1
1414911626_caption_01,1414911626.jpg,1
1414911626_caption_02,1414911626.jpg,1
1414911626_caption_03,1414911626.jpg,1
1414911626_caption_04,1414911626.jpg,1
142258955_caption_00,142258955.jpg,1
142258955_caption_01,142258955.jpg,1
142258955_caption_02,142258955.jpg,1
142258955_caption_03,142258955.jpg,1
142258955_caption_04,142258955.jpg,1
1423335781_caption_00,1423335781.jpg,1
1423335781_caption_01,1423335781.jpg,1
1423335781_caption_02,1423335781.jpg,1
1423335781_caption_03,1423335781.jpg,1
1423335781_caption_04,1423335781.jpg,1
1429383749_caption_00,1429383749.jpg,1
1429383749_caption_01,1429383749.jpg,1
1429383749_caption_02,1429383749.jpg,1
1429383749_caption_03,1429383749.jpg,1
1429383749_caption_04,1429383749.jpg,1
143149186_caption_00,143149186.jpg,1
143149186_caption_01,143149186.jpg,1
143149186_caption_02,143149186.jpg,1
143149186_caption_03,143149186.jpg,1
143149186_caption_04,143149186.jpg,1
1432506301_caption_00,1432506301.jpg,1
1432506301_caption_01,1432506301.jpg,1
1432506301_caption_02,1432506301.jpg,1
1432506301_caption_03,1432506301.jpg,1
1432506301_caption_04,1432506301.jpg,1
1433924222_caption_00,1433924222.jpg,1
1433924222_caption_01,1433924222.jpg,1
1433924222_caption_02,1433924222.jpg,1
1433924222_caption_03,1433924222.jpg,1
1433924222_caption_04,1433924222.jpg,1
1433937960_caption_00,1433937960.jpg,1
1433937960_caption_01,1433937960.jpg,1
1433937960_caption_02,1433937960.jpg,1
1433937960_caption_03,1433937960.jpg,1
1433937960_caption_04,1433937960.jpg,1
143552697_caption_00,143552697.jpg,1
143552697_caption_01,143552697.jpg,1
143552697_caption_02,143552697.jpg,1
143552697_caption_03,143552697.jpg,1
143552697_caption_04,143552697.jpg,1
143552829_caption_00,143552829.jpg,1
143552829_caption_01,143552829.jpg,1
143552829_caption_02,143552829.jpg,1
143552829_caption_03,143552829.jpg,1
143552829_caption_04,143552829.jpg,1
143561756_caption_00,143561756.jpg,1
143561756_caption_01,143561756.jpg,1
143561756_caption_02,143561756.jpg,1
143561756_caption_03,143561756.jpg,1
143561756_caption_04,143561756.jpg,1
1436661786_caption_00,1436661786.jpg,1
1436661786_caption_01,1436661786.jpg,1
1436661786_caption_02,1436661786.jpg,1
1436661786_caption_03,1436661786.jpg,1
1436661786_caption_04,1436661786.jpg,1
143793054_caption_00,143793054.jpg,1
143793054_caption_01,143793054.jpg,1
143793054_caption_02,143793054.jpg,1
143793054_caption_03,143793054.jpg,1
143793054_caption_04,143793054.jpg,1
1438769690_caption_00,1438769690.jpg,1
1438769690_caption_01,1438769690.jpg,1
1438769690_caption_02,1438769690.jpg,1
1438769690_caption_03,1438769690.jpg,1
1438769690_caption_04,1438769690.jpg,1
144571886_caption_00,144571886.jpg,1
144571886_caption_01,144571886.jpg,1
144571886_caption_02,144571886.jpg,1
144571886_caption_03,144571886.jpg,1
144571886_caption_04,144571886.jpg,1
1452555387_caption_00,1452555387.jpg,1
1452555387_caption_01,1452555387.jpg,1
1452555387_caption_02,1452555387.jpg,1
1452555387_caption_03,1452555387.jpg,1
1452555387_caption_04,1452555387.jpg,1
1452564679_caption_00,1452564679.jpg,1
1452564679_caption_01,1452564679.jpg,1
1452564679_caption_02,1452564679.jpg,1
1452564679_caption_03,1452564679.jpg,1
1452564679_caption_04,1452564679.jpg,1
1453423744_caption_00,1453423744.jpg,1
1453423744_caption_01,1453423744.jpg,1
1453423744_caption_02,1453423744.jpg,1
1453423744_caption_03,1453423744.jpg,1
1453423744_caption_04,1453423744.jpg,1
1457762320_caption_00,1457762320.jpg,1
1457762320_caption_01,1457762320.jpg,1
1457762320_caption_02,1457762320.jpg,1
1457762320_caption_03,1457762320.jpg,1
